Final Coding,Word_count with stopwords,Review_length,NN,NNP,JJ,VB,RB,negative,neutral,positive,Tone_code,Review_Text
1.0,37.0,164.0,115.0,27.0,20.0,2.0,0.0,0.10400000000000001,0.7759999999999999,0.12,6,"downloaded to watch some live video. didn't handle the casting. submitted for a refund, had one follow up that looked like they would either try to resolve or refund. a week later, no response and no action."
1.0,38.0,158.0,109.0,25.0,18.0,2.0,1.0,0.0,0.815,0.185,7,"trying to cast from showbox and just my standard gallery. laggy and unwatchable, funny how when i paid for the premium it was perfect, but now it's so laggy would like a refund and i'll delete the app."
1.0,45.0,150.0,104.0,26.0,25.0,0.0,0.0,0.10099999999999999,0.833,0.066,6,"this thing is not working at all , can't find any devices on my network , i mean i paid 5 bucks for this crap n now it doesn't work at all , will i get my money back cuz the app don't work ?? hell no i won't"
1.0,38.0,156.0,105.0,24.0,21.0,1.0,0.0,0.0,0.9209999999999999,0.079,7,i paid for full app. and it has'nt worked since ....whats going on ? it wont connect with chromecast its on but wont stream movies or music as the option for allcast doesn t come up like beforemarch 11
1.0,29.0,124.0,94.0,19.0,11.0,1.0,0.0,0.038,0.9620000000000001,0.0,6,have to reset this app several times before it even attempts to screen to my chrome cast. it freezes all the way through films and generally hacks me off.
1.0,28.0,118.0,92.0,13.0,18.0,0.0,0.0,0.239,0.7070000000000001,0.054000000000000006,1,the app tells me i have no internet connection.. yes i do. it'll be be discovered but won't connect.. when it actually connects it just stop working. ugh
1.0,44.0,160.0,93.0,25.0,32.0,3.0,0.0,0.149,0.762,0.09,7,"could cast ok on the standard app. once paid for the premium app, can only cast a movie for 4 or 5 minutes max before it kicks you off and says no media to play! no option to refund now! ui not user friendly,"
1.0,23.0,93.0,65.0,14.0,16.0,1.0,0.0,0.163,0.8370000000000001,0.0,1,thought it would fix my issue with showbox constant freezing up but nope and yes have growbox. how do i get a refund?
1.0,29.0,124.0,80.0,18.0,12.0,3.0,1.0,0.23600000000000002,0.682,0.08199999999999999,2,"all i want to do is stream showbox to my chromecast and all it does is crash, solid connection aswell dont know if its showbox or allcast bloody annoying"
1.0,38.0,152.0,102.0,20.0,24.0,0.0,0.0,0.057,0.872,0.071,0,"what a load of bs! i open the allcast app and it won't find my chromecast, it'll find other devices but not my chromecast, why? i paid for this and it worked well and now suddenly stopped working"
1.0,23.0,114.0,83.0,19.0,9.0,1.0,0.0,0.0,0.732,0.268,1,"i can adjust bitrate for local video, but not google drive, no noticeable difference when changing the rates, still super choppy with drive"
1.0,40.0,159.0,116.0,24.0,20.0,2.0,0.0,0.146,0.8540000000000001,0.0,6,bought this so i can all cast to xbox but won't work even though the description said it will. also can't find my chromecast....... i restarted all my routers and devices but no go don't buy it it really sucks
1.0,79.0,298.0,208.0,43.0,33.0,2.0,0.0,0.177,0.746,0.077,6,this app stinks!!!!! i cant get it to talk to chromcast or showbox app. i hve to turn things off like 5 times before it will play. wth am i paying for????? pardon me??? first of all dont acuse me of piracy. i dont appreciate that. your app doesnt even work with net flicks of which i pay for. i had to pay 4.99 for your app that doesnt work. thats highway robbery. so public who is really stealing?
1.0,31.0,113.0,81.0,19.0,10.0,1.0,0.0,0.0,1.0,0.0,6,doesn't work with many videos formats and if work's it will pause all the time or two o three time in movies in this point a can't see mp4 or xvid
1.0,22.0,89.0,56.0,16.0,12.0,1.0,0.0,0.154,0.846,0.0,0,doesn't play any video off showbox tried several times all that comes up on my tv is all cast but nothing plays
1.0,26.0,106.0,69.0,17.0,16.0,1.0,0.0,0.081,0.919,0.0,6,"doesn't connect with xbox, chromecast and my chromecast built in tv. when it does decide to work, it cuts out in the middle of the film."
1.0,24.0,100.0,64.0,17.0,16.0,1.0,0.0,0.196,0.804,0.0,7,loaded this and tryed to cast movies to my tv but it keeps coming up no media playback. wont play anything even from youtube.
1.0,18.0,67.0,46.0,11.0,10.0,0.0,0.0,0.0,1.0,0.0,6,will not work with any video from any source! used to work and now doesn't work at all
1.0,23.0,101.0,76.0,14.0,11.0,1.0,0.0,0.068,0.932,0.0,3,every time you release an update it stops working. the most unreliable bit of software i have ever had the misfortune to buy
1.0,33.0,128.0,83.0,17.0,12.0,1.0,0.0,0.0,1.0,0.0,0,"i asked for a refund on april 12 2016, got an automated email saying they were working on it. today is april 21 2016 haven't heard from them yet where is my refund?????"
1.0,25.0,101.0,67.0,15.0,16.0,0.0,0.0,0.098,0.8340000000000001,0.068,0,"useing 25 percent of battery on samsung 12 tab in back ground cant stop it, free one didnt run in back ground have to unistall"
1.0,37.0,172.0,125.0,27.0,18.0,0.0,0.0,0.11900000000000001,0.813,0.068,7,used to work fairly decent but now can't even stream a freaking movie from my lg tablet to my google chrome cast so i purchased premium and still does not function plus i still see advertisements!!!???answers please
1.0,31.0,127.0,84.0,15.0,15.0,3.0,0.0,0.18100000000000002,0.7290000000000001,0.09,0,it freezes after playing 7 to 10 minutes of video when streaming to my chromcast. and freezes when downloading. what did i pay for? this is crap i want a refund
1.0,27.0,125.0,86.0,17.0,14.0,0.0,0.0,0.127,0.802,0.071,6,"installed this to go with the original allcast two days ago ..doesn't work , so wasted my money .any ideas as the trial allcast worked before installing prem"
1.0,31.0,113.0,81.0,19.0,10.0,1.0,0.0,0.0,1.0,0.0,6,doesn't work with many videos formats and if work's it will pause all the time or two o three time in movies in this point a can't see mp4 or xvid
1.0,27.0,112.0,73.0,13.0,14.0,3.0,0.0,0.0,0.9520000000000001,0.048,6,it doesn't find my dlna server anymore. all other app are finding it except allcast. it keeps searching forever. i want my money back or a fix.
1.0,21.0,95.0,70.0,12.0,11.0,0.0,0.0,0.105,0.738,0.158,1,my videos played during the free trial so i decided to purchase it but now it won't play anything. very dissapointing.
1.0,29.0,107.0,82.0,17.0,13.0,2.0,0.0,0.0,0.9209999999999999,0.079,0,"bought the premium version so i could stream google play music and i can not get it to do so, nothing happens when i cast it to the xbox.."
1.0,20.0,63.0,46.0,12.0,6.0,1.0,0.0,0.057999999999999996,0.872,0.07,6,i pay for this app but i can't jump to the part of the movie i want for some reason.
1.0,30.0,130.0,89.0,16.0,14.0,0.0,0.0,0.163,0.777,0.06,6,"bought this app mainly to stream video. why doesn't it work? is it limited to a certain file format? i tried avi, mp4, mkv. very disappointed. ps casting to chromecast"
1.0,26.0,97.0,67.0,11.0,18.0,0.0,0.0,0.146,0.698,0.156,7,update: stopped wrkng after update to 6.0.1. i just get a white screen. from note 4 to lg 3d tv. please fix this problem. ty devs.
1.0,27.0,102.0,67.0,12.0,13.0,0.0,1.0,0.106,0.894,0.0,3,i bought this to stream my google drive movies. i have a 100 mbps connection at home and this app can't handle it. total waste of $5.
1.0,24.0,96.0,60.0,16.0,18.0,3.0,0.0,0.057999999999999996,0.8759999999999999,0.067,6,"won't even connect to my xbox one, and won't play anything videos pictures ...... use to work like 2 months ago but now it's shite"
1.0,28.0,115.0,78.0,19.0,15.0,1.0,0.0,0.0,0.8009999999999999,0.19899999999999998,7,"takes so long to stream from showbox to my chromecast. then when it does play, it skips continually like a scratched up dvd. i want my money back."
1.0,52.0,211.0,155.0,26.0,19.0,0.0,0.0,0.066,0.897,0.037000000000000005,6,plays movie halfway then stops. when i go back into my apps all cast isn't there anymore. so i have to reinstall it. sometimes it says installed so them i have to uninstall and redo it and still the same issue. i should have just stuck with double twist. 4 99 wasted...s5
1.0,26.0,105.0,74.0,15.0,13.0,1.0,0.0,0.0,0.857,0.14300000000000002,7,free app works a treat so upgraded to premium but it keeps coming up with app not found when i try to open premium. any suggestions?
1.0,33.0,117.0,88.0,15.0,18.0,0.0,0.0,0.095,0.792,0.114,7,i bought the app premium and can't find it on my phone. it says it's installed but where? the only one i see is the free one. did i just waste my money.....smh
1.0,40.0,169.0,125.0,21.0,21.0,0.0,0.0,0.187,0.765,0.048,6,"it will show movies with showbox now it does show them anymore and that is unacceptable and if that is the case then refund people money because that was not problem before, so why is it a freaking problem now!"
1.0,36.0,111.0,75.0,19.0,19.0,1.0,1.0,0.096,0.904,0.0,7,"i've tried this on my samsung tab 3, and i can watch movies on that, but when i try and cast it to my roku 3 it fails to load. not much use in the end."
1.0,53.0,200.0,137.0,28.0,35.0,3.0,1.0,0.047,0.8809999999999999,0.073,6,"couldn't get it to work, on 2 diff phones. one is samsung s6 and the other is nexus 5. h latest and greatest android. i keep getting an error the app isn't working and to try again later whenever i try to login. couldn't even get far enough to set up the emoji."
1.0,51.0,199.0,139.0,25.0,31.0,1.0,0.0,0.07200000000000001,0.772,0.156,3,"when i saw i couldn't change my skin and hair colour, i was shocked! because i put purple skin and green hair to prank all my friends and i went to change my bitmoji- and now i'm stuck with it forever!!! please reply asap to the bitmoji creators- i need help!!!"
1.0,42.0,150.0,112.0,20.0,21.0,1.0,0.0,0.0,1.0,0.0,6,"i was able to set up an account, but i can't login. every time i try to login it say my session has eired and that i've been signed out. with! i never even been signed in since i downloaded the app."
1.0,24.0,103.0,76.0,14.0,12.0,3.0,0.0,0.11199999999999999,0.888,0.0,6,"worthless for android. only designed for iphone users. cannot use to reply to a group message, have to start a new thread. oh wait"
1.0,25.0,112.0,68.0,15.0,14.0,1.0,0.0,0.071,0.743,0.18600000000000003,1,"this idea of creating a cartoon avatar is allot of fun, this app has very little options resulting it avatars which look nothing like you."
1.0,39.0,182.0,130.0,23.0,21.0,0.0,1.0,0.109,0.838,0.052000000000000005,0,"when i first installed it wouldn't let me save her. tried several times. then it starting saying "" uh oh we've encountered an issue, please restart the app."" never works tho. tried uninstalling the app and reinstalling to no avail."
1.0,30.0,125.0,86.0,13.0,14.0,1.0,0.0,0.0,0.938,0.062,3,trying to register on android device. keeps saying much email is in use. i created a brand new valid gmail address and i still get that bogus era. what gives ?
1.0,36.0,124.0,85.0,25.0,17.0,3.0,0.0,0.0,0.895,0.105,1,it was great before on my note 4 and now you have to go through too many changes to send it then go pick through all contacts then you can't even add a te to it.
1.0,25.0,109.0,68.0,22.0,17.0,2.0,0.0,0.0,0.81,0.19,7,"wait what? you make us update for new terms of service... really nothing new ,just you want more access to our privacy, great selling point"
1.0,22.0,91.0,62.0,14.0,7.0,2.0,0.0,0.0,0.857,0.14300000000000002,2,crashed every time i got to the point where you save and pick an outfit. tried 5 times and uninstalling! galaxy s7.
1.0,24.0,88.0,59.0,14.0,10.0,2.0,0.0,0.0,1.0,0.0,3,"not compatible with s7 galaxy. i have to get out of my messages to use it, and it can't be accessed in group chats..."
1.0,30.0,127.0,84.0,17.0,18.0,3.0,1.0,0.252,0.748,0.0,6,"doesn't work at all. can't save my avatar. tried on both wifi and cell networks. reinstalled it and now it's just ""encountering an error"" . worst app i've tried to use."
1.0,35.0,152.0,108.0,23.0,11.0,3.0,0.0,0.0,0.893,0.107,5,used to love this app. then i shaved my head and realized they think all people with bitstrip style features have hair. make more options for bitstrips style & i will change to 5 stars again.
1.0,29.0,117.0,83.0,12.0,9.0,1.0,0.0,0.063,0.937,0.0,6,i can't share a bitmoji in a te. keyboard doesn't work in messages. when i select a bitmoji i have to send to individually instead of the whole group.
1.0,28.0,126.0,88.0,14.0,21.0,0.0,0.0,0.122,0.716,0.161,7,since the update it has stopped working. i contacted support and there suggestion was to update the app. some help it's the update that made it stop working
1.0,23.0,88.0,68.0,12.0,5.0,0.0,0.0,0.11900000000000001,0.8809999999999999,0.0,0,i wasn't able to send my moji to my snap story only to individual people why is that am i doing something wrong ?
1.0,20.0,62.0,49.0,10.0,14.0,0.0,0.0,0.0,1.0,0.0,6,if you have it on one phone then you try to do it on a another phone it wont work
1.0,28.0,116.0,86.0,17.0,11.0,0.0,0.0,0.0,1.0,0.0,5,there needs to be more hair options. my sisters and i look the same and our bitmojis basically look the same. so 5 stars only for more hairstyles.
1.0,12.0,39.0,33.0,9.0,3.0,0.0,0.0,0.0,1.0,0.0,6,will not let me log in nor let me rest my password
1.0,12.0,39.0,33.0,9.0,3.0,0.0,0.0,0.0,1.0,0.0,6,will not let me log in nor let me rest my password
1.0,8.0,37.0,25.0,5.0,2.0,2.0,0.0,0.20600000000000002,0.794,0.0,7,"cannot create, reset password, or log into app."
1.0,22.0,84.0,64.0,10.0,10.0,2.0,0.0,0.16699999999999998,0.833,0.0,2,i can't exit my worlds because it deletes everything and i can't get it back. refund or fix it. i'm pissed off.
1.0,25.0,108.0,75.0,18.0,10.0,0.0,0.0,0.0,1.0,0.0,1,i downloaded this app followed the instructions and still cant get it too work it either cant find my maps or the file cant download
1.0,62.0,269.0,196.0,40.0,31.0,3.0,0.0,0.21899999999999997,0.71,0.071,6,"bought for my grandchild who is far away from me. i've spent over an hour trying to set it up, get no response to emails for help, actually were returned with an error saying wrong email. no customer service help, what a rip off. between the bear and the paid app you've ruined my grandchild first christmas. you scammers should be ashamed!"
1.0,33.0,144.0,110.0,22.0,19.0,0.0,0.0,0.22699999999999998,0.773,0.0,6,"i thought it would be a quick job, but it was confusing, took forever and wasn't worth the effort. my child threw the toy down with disappointment when the game didn't work properly."
1.0,34.0,136.0,91.0,22.0,19.0,1.0,0.0,0.0,1.0,0.0,7,"cannot set it up on my wifes phone, she doesnt receive the confirmation email or the invitation email i sent from my phone. so i wont be able to send messages when im away."
1.0,88.0,365.0,259.0,60.0,44.0,4.0,0.0,0.057999999999999996,0.866,0.076,6,"bought 3 of these today and tomorrow will refund, really disappointed, i thought it would send to the pet via bluetooth on its own, but you have to go to the kids page, go to message and click send to pet! great idea but this defeats the object of i want to send messages to my kids whist i'm away it should just go to the pet. maybe a wifi version in the future that connects to wifi intermittently to reserve battery and auto update pet with message/firmware."
1.0,36.0,130.0,83.0,21.0,23.0,0.0,0.0,0.14800000000000002,0.852,0.0,0,i bought it so i could download music for my little girl and her cloud pet it doesn't let me download any of the music at all total waste of time and a waste of money
1.0,64.0,259.0,168.0,43.0,34.0,8.0,0.0,0.16,0.698,0.142,6,"i think it's discusting how you have changed the old app to lower premium and made certain features unavailable. then made a premium app the same but with features from the free app only charging! my son loved this then got bored of it for a few months, now come back to it and cant play any music ect unless you pay now. wrong."
1.0,43.0,170.0,110.0,25.0,25.0,3.0,0.0,0.102,0.8590000000000001,0.04,1,"absolutely rubbish! waited a long time for set up email to arrive and when it did 6 came at the same time! i tried to connect my daughters cloudpet to ot and ot would not connect at all! absolute scam! dont buy, avoid!"
1.0,21.0,89.0,71.0,13.0,11.0,1.0,0.0,0.083,0.747,0.17,6,"barely works, or i should say some functions work which is better than the free version but still not worth it."
1.0,26.0,106.0,69.0,15.0,15.0,1.0,0.0,0.11699999999999999,0.8059999999999999,0.077,2,crashes every time we try to send a story on my galaxy s7. frustrating! i eect paid apps to work correctly as described. please fix it!
1.0,33.0,141.0,112.0,20.0,16.0,1.0,0.0,0.0,0.787,0.213,7,keeps crashing when try to read story or play music! very slow connections too. i have just paid for the better app in hope it would be better but isn't working properly either?
1.0,27.0,126.0,94.0,20.0,12.0,2.0,0.0,0.149,0.851,0.0,6,same problem as other folks keeps crashing on the story's and sometimes on message sending not worth paying the three dollars if they don't fix the issues
1.0,39.0,157.0,113.0,27.0,16.0,3.0,1.0,0.0,0.922,0.078,3,"free app is all you need. ""premium"" version is daft. the games are very very babyish , a child suitable for the games and lullabys would be too young to understand how to use the app in the first place."
1.0,19.0,90.0,63.0,14.0,8.0,0.0,0.0,0.0,1.0,0.0,7,"crashes when attempting to read story. must manually send every message via app, even for the children to send."
1.0,20.0,81.0,61.0,13.0,12.0,0.0,0.0,0.12,0.773,0.107,2,only ever opened once. now it force closes every time. would like to get my 2.99 back since it's useless
1.0,81.0,348.0,240.0,53.0,31.0,5.0,0.0,0.087,0.841,0.07200000000000001,5,"seems like a cool concept but it does not work on the daydream view! this is marketed as working with any vr headset (says just that in the description). 3 stars because your description is misleading. 1 star for being rude. literally says ""compatible with all vr headset."" edit: the daydream store just links to the play store. you can keep trying to be snarky with your responses but you said it works with any vr headset and it does not."
1.0,20.0,91.0,56.0,9.0,17.0,2.0,0.0,0.109,0.7240000000000001,0.168,6,im using sony eria t2 ultra ...why the game always crash and suddenly force close...yes!!! a refund is much appreciated....
1.0,20.0,79.0,55.0,12.0,13.0,0.0,0.0,0.292,0.708,0.0,6,paid for but will not install on my s7 edge.. error 504 and i've tried everything with no luck! refund??
1.0,34.0,128.0,94.0,17.0,14.0,0.0,0.0,0.067,0.594,0.34,5,"it's so laggy! iam using note 5 with gear vr 2016v. but it lags, pleas help or give me a refund. i really hoped this would work beacuse it looks like a great eerience."
1.0,25.0,100.0,68.0,13.0,13.0,2.0,0.0,0.11199999999999999,0.737,0.151,6,galaxy s4 4.4.4 wont work on high or low quality as soon as i look up to start it freezes and music plays forever...refund please
1.0,32.0,126.0,95.0,20.0,14.0,0.0,0.0,0.0,1.0,0.0,6,every time i load the game it shuts down on me and goes back to my main phone screen. i uninstall and redownload it to reinstall and still does the same thing.
1.0,22.0,93.0,67.0,15.0,9.0,0.0,1.0,0.0,1.0,0.0,0,"tried it in front of a bunch of background with my son, the detection and warping just flittered all over the place ."
1.0,34.0,127.0,85.0,19.0,18.0,2.0,0.0,0.07200000000000001,0.795,0.133,6,does not recognize any faces in any light at any time with my nexus 6p. waste of money in its current build. hopefully they can get it to work like it does on ios
1.0,37.0,139.0,98.0,24.0,15.0,0.0,0.0,0.15,0.684,0.166,6,this is horrible honestly i want my money back the faces don't even go on my face n the camera quality is horrible even tho i have a rlly good camera give me my money back noww!!
1.0,20.0,83.0,51.0,12.0,13.0,0.0,0.0,0.0,1.0,0.0,6,"i have samsung s5 mini, it doesn't even work. it doesn't recognise my face and the camera is still widened..."
1.0,21.0,92.0,62.0,11.0,15.0,0.0,0.0,0.0,1.0,0.0,0,i've been looking forward to this android version for a long time and it won't recognize anyone's face what so ever.
1.0,35.0,175.0,125.0,17.0,24.0,1.0,0.0,0.135,0.77,0.094,6,"camera input is stretched and face selection stops working after a few face selections. refunded, purchased because i thought it would have better support than the beta but was disappointed when it had more bugs."
1.0,21.0,86.0,53.0,17.0,12.0,1.0,0.0,0.0,1.0,0.0,6,this app won't even recognise my face at all while the beta will. don't know how you guys have gone backwards
1.0,57.0,199.0,143.0,31.0,25.0,1.0,0.0,0.035,0.9359999999999999,0.028999999999999998,6,i was excited for this app to come out after seeing how it performed on ios i am sad to say i was let down. it was very inconsistent and i could rarely get a face swap to stick for more than a few seconds. novelty maybe but it didn't work on a nexus 6 for me.
1.0,68.0,348.0,251.0,47.0,35.0,4.0,0.0,0.0,0.835,0.165,5,"of improvement and polishing. achievements need to pop up when they are finally earned, achievements should give points that are specified and not points that weren't specified in the first place, and so on. needs more attention to details, needs more features that are worth to have, needs more incentive for achievement hunters and some more incentives... game's should be required to have integration with google play games. ....."
1.0,85.0,300.0,205.0,53.0,33.0,2.0,0.0,0.092,0.87,0.039,6,i have a lot of games on android and i don't want to have to use the main store app to filter out my games this app i can use to look at all my games at one time but it stutters too much freezes or crashes making it very difficult to scroll through my library of games y'all all need to fix it. i have a fast lg v20 phone with over 3gb of ram and 310gbs of space clearly it isn't my phone.
1.0,57.0,239.0,164.0,31.0,27.0,0.0,0.0,0.11699999999999999,0.765,0.11800000000000001,7,kindly look into the s/w as soon as possible because nithings getting downloaded from play store on mobile data. moreover data back up fails when i am in roaming. please it's getting hectic and no app can be downloaded or updated on mobile data and i get 10 gb of mobile data every month. it's a waste.
1.0,60.0,261.0,199.0,32.0,33.0,2.0,0.0,0.03,0.8490000000000001,0.121,6,"not using it anymore! i really don't need it. i my choice correct? well, not when it is not pre installed. *** the app overall is good. but not when it's constantly updating itself on my tablet!!! how does this app keep installing when i've all update notifications off!? and i do mean everywhere! seriously ~ look into this google. thank you!"
1.0,76.0,331.0,237.0,43.0,42.0,1.0,0.0,0.025,0.7809999999999999,0.19399999999999998,5,every time i try to connect with my google account....it shows 'network_error_no_data'....and i don't know what to make out of it since i'm using a perfectly fine network and there is no problem while i connect it with other google products like gmail or google+.... moreover the gaming profile which i created about a year ago is missing and as such i can't even load my games....will be glad if this matter is looked upon soon
1.0,49.0,213.0,148.0,33.0,27.0,2.0,0.0,0.084,0.77,0.146,1,i couldn't connect into google play game just this morning. not really sure what happen but i already tried to find all method also send email for team support with no luck until now. many games with used google play game that i cannot load right now. so stressfull..
1.0,91.0,395.0,279.0,57.0,47.0,6.0,0.0,0.09300000000000001,0.805,0.10300000000000001,6,"i don't use this app! i don't need it! the updates being done without permission is a cheap move by google. not the first or the last. i do not allow automatic updates for a reason, dah. but because you are google you think you are a higher power. wrong! whatever happened to the old google who treated us like friends instead of robots. you don't even bother to answer inquiries. this app is in your face with permissions to steal all your personal information even though you don't give permission."
1.0,60.0,291.0,177.0,36.0,50.0,3.0,0.0,0.16,0.812,0.027999999999999997,6,"this app down loads and updates on its own. even after disabling auto update. this consumes my limited data usage, without my consent, and therefore; is costing me money,without my consent! i am now.tracking this app with my own firmware, and will be working with a lawyer to recover whatever costs, i can confirm, with my program! illeagal!! invasive!! unacceptable!!!!!"
1.0,72.0,267.0,186.0,36.0,34.0,1.0,0.0,0.149,0.851,0.0,4,i have no auto updating. but this app that i don't want or use keeps auto updating. why??????? should be illegal. uses my memory that i have to pay for. an app i don't want or use. when i go to uninstall it i am told that it has some updates that fix other apps go figure just another app to sell more information. how many 5 stars are company pd people?
1.0,93.0,356.0,250.0,53.0,47.0,1.0,1.0,0.073,0.861,0.066,7,"from my understanding the gamer id's were supposed to get rid of the need for google+ accounts. however despite when i download a new game it refuses to auto sign in with my gamer id and tries to force me to create a google+ account. now i greatly dislike social media and in no way wish to create a google+ account, and i know i have the option to auto sign in checked on the settings. i would like this to elained or fixed or else this is a 1 star for me."
1.0,40.0,193.0,131.0,27.0,27.0,2.0,1.0,0.062,0.872,0.067,1,thought the whole point of having a gamer id was not needing google+ to sign in? doesn't automatically sign me into anything without asking. auto updates on its own overriding the users settings another good reason never to trust google.
1.0,43.0,217.0,148.0,20.0,36.0,1.0,1.0,0.23399999999999999,0.664,0.10099999999999999,6,all google+ friends disappeared somewhere in the universe!!! gpg update automatically although i have unchek autoupdates. i don't want to have stubid google play game id. fix the problem. there is thousands angry players at our community because of id. not fun anymore
1.0,40.0,157.0,103.0,26.0,24.0,0.0,0.0,0.07,0.8190000000000001,0.111,6,"why would you even make this app? you could just add this as a feature to this app, instead of making something vital to get half of the games on here. this app feels more like a burden than anything."
1.0,65.0,268.0,181.0,45.0,34.0,7.0,0.0,0.065,0.909,0.026000000000000002,7,"can't run games without it for some reason. can't uninstall it. just sits there taking up space! has features like a menu that sits over game controls and stops the game in mid game to give you options you dont want. yes you can move the menu button around for all the different games, but i would preffer just to get rid of it alltogether."
1.0,46.0,196.0,133.0,25.0,26.0,2.0,0.0,0.032,0.847,0.122,7,"for some reason it is only letting me sign on with 1 profile and not any other profiles. is there a reason or a fix it keeps saying that there's no internet connection, that google play games requires internet.. but i have fully working wifi??? help"
1.0,52.0,208.0,143.0,31.0,18.0,6.0,0.0,0.092,0.845,0.063,6,"won't load. can't play games from other devices because it won't load. i talked to a friend who is having the same problem. says bugs are fixed, bugs are not fixed. please fix. also can't add friends, it will let me search but when the names come up, you can't select them."
1.0,35.0,163.0,102.0,22.0,24.0,2.0,1.0,0.0,0.9229999999999999,0.077,1,auto connect when auto sync is off?? it isnt enough for you selling many personal information for ads in gmail?? then you want to make this app. to be your ne gold maker?? you greedy-intrusive-privacy-trader!!
1.0,39.0,164.0,108.0,20.0,21.0,3.0,0.0,0.067,0.883,0.05,6,"i haven't used this app for a year, came back to it recently and well it's still useless. can't record gameplay, can't apply own profile picture? doesn't show time spent on a a game. lacks alot of needed features."
1.0,49.0,191.0,134.0,26.0,24.0,1.0,0.0,0.111,0.687,0.203,5,"can't login, it doesn't work! their is always some or the other problems with it. if u guys can't make a stable app then maybe its time to stop... so please! or at least make is optional. so we can play our games hassle free without this horrible app....."
1.0,59.0,247.0,176.0,32.0,28.0,0.0,0.0,0.0,0.875,0.125,6,"i formatted my other phone and i was still able to retrieve my current save of this game because of google play, now i bought a new phone and had to reinstall everything after signing in to google play and reinstalled this game i couldn't retrieve my game anymore, i'm already at level 21 and now it's all gone..."
1.0,49.0,210.0,148.0,25.0,29.0,2.0,0.0,0.179,0.765,0.055999999999999994,6,"i cannot accesed my account, always problem with the internet connection, in other way if i use any other account it was succeed. it is happened after updating coc. it sucks, fix it, not give me bugs it, same problem with others cannot login, hope google asap fix it"
1.0,25.0,131.0,78.0,13.0,22.0,4.0,1.0,0.096,0.821,0.08199999999999999,0,"why you automatically update without owner's permission? it is not good because even on my data connection, it is updating automatically please fix this sheet!"
1.0,40.0,161.0,109.0,20.0,24.0,2.0,0.0,0.0,0.872,0.128,5,what is the need of this app in anyways. just eating up my storage and nothing else. we can see our progress directly in playstore than why is it required era to see the game progress. a big looser thing
1.0,46.0,190.0,135.0,25.0,21.0,2.0,0.0,0.192,0.775,0.033,6,in my world i.didn't see like this worst app i cannot open my shadow fight if i open my shadow fight it says shadow fight connecting to google play games but it doesn't show the account and it goes and starts in first and always repeating
1.0,62.0,247.0,168.0,33.0,30.0,3.0,0.0,0.07400000000000001,0.878,0.048,6,"i used to completely rely on this app to keep track of my save data, now that i updated, the app no longer works correctly. it worked right up to version 3.0.10. afterwards, it fails to login and i can't even actually access the app. i might just switch to an iphone, at least most of their updates don't break the apps."
1.0,27.0,120.0,90.0,13.0,13.0,0.0,0.0,0.094,0.8270000000000001,0.079,3,on chrome before? uninterrupted browsing. on chrome now? every 2 minutes i'm redirected to google play to install an app i have no interest in. 0 stars.
1.0,61.0,229.0,174.0,34.0,25.0,1.0,0.0,0.237,0.665,0.099,2,"why am i not able to delete my game saved progresses? it is so damn annoying when you can't even do that!! ps i did try in my drive and there's nothing, but everytime i open the goddamn game it asks me to sync and it returns the old progress (damn i'm having a hard time not swearing, i'm so annoyed!!!!!!!!!)"
1.0,27.0,129.0,82.0,23.0,16.0,2.0,0.0,0.047,0.802,0.151,6,"no doubt the latest update causes interference when gaming yet again. slow or cant load, crashing during play and freezing. come on, get your act together guys"
1.0,37.0,161.0,114.0,21.0,18.0,3.0,0.0,0.035,0.675,0.29,7,devbehera77@gmail.com is my id and google play games suddenly stops responding... not even opening... other id are still working like charm... plz fix it ... i have may valuable game data on that id... plz i beg you
1.0,48.0,187.0,137.0,32.0,21.0,0.0,0.0,0.040999999999999995,0.743,0.21600000000000003,0,please help me to put the same profile picture as my google+ account. the name also has been changed. is there a way from which i will be able to put the same profile picture as my g+ and name too without losing my progress. please help me.
1.0,49.0,181.0,118.0,24.0,36.0,1.0,0.0,0.046,0.873,0.08199999999999999,6,was working fine until about 2 months ago. it will not log me in my account in one of my games. it does not even pull up to show an account or nothing. it shows a circle and acts like its gonna open then it goes black and disappears.
1.0,39.0,146.0,106.0,17.0,22.0,3.0,0.0,0.19,0.633,0.17800000000000002,5,i need help.....earlier today i could use apps like bloons td battles. a person factory reset my phone as a joke and i can't play those games. plz help. edit. no help. thanks. i fixed it on my own.
1.0,32.0,141.0,98.0,19.0,20.0,1.0,0.0,0.053,0.789,0.158,1,the record gameplay feature is not supported for my samsung galaxy grand prime (sm-g503t). i will greatly thank you if you could fix this. i have to use a different recorder now.
1.0,25.0,120.0,81.0,14.0,15.0,1.0,1.0,0.193,0.807,0.0,2,it keeps updating itself without my permission and just eats up my storage. and it's required for some games which is ridiculous. very annoying app.
1.0,27.0,110.0,73.0,14.0,13.0,0.0,1.0,0.0,0.915,0.085,7,it is about in my play games my id isnt signing up.it shows check your connection and try again.please fix it fast.then i will give 5 stars.
1.0,23.0,95.0,66.0,12.0,11.0,0.0,0.0,0.12,0.88,0.0,2,"i'm getting updates for this app multiple times a week, never use it and i keeps eating up my storage. very annoying app"
